,Band4,Band5,Band6
4768,12,95,39
4769,21,95,51
4770,12,95,39
4771,38,131,78
4772,24,111,64
4773,24,105,68
4774,16,117,47
4775,22,97,55
4776,35,130,62
4777,14,44,21
4778,17,99,52
4779,16,117,47
4780,24,105,68
4781,16,117,47
4782,27,137,64
4783,38,131,78
4784,24,105,68
4785,35,130,62
4786,24,132,53
4787,38,131,78
4788,24,105,68
4789,16,103,44
4790,24,105,68
4791,16,103,44
4792,35,130,62
4793,16,117,47
4794,16,117,47
4795,24,132,53
4796,16,103,44
4797,16,117,47
4798,25,72,51
4799,35,130,62
4800,35,130,62
4801,22,97,55
4802,25,72,51
4803,38,131,78
4804,25,72,51
4805,16,117,47
4806,14,44,21
4807,14,44,21
4808,14,44,21
4809,38,131,78
4810,28,12,9
4811,16,117,47
4812,16,103,44
4813,27,137,64
4814,38,131,78
4815,23,127,66
4816,14,44,21
4817,28,12,9
4818,22,77,53
4819,17,102,54
4820,26,106,55
4821,22,63,54
4822,24,68,39
4823,18,103,48
4824,21,120,54
4825,18,116,57
4826,18,103,48
4827,24,91,40
4828,23,81,45
4829,25,55,55
4830,25,111,48
4831,24,91,40
4832,18,103,48
4833,26,106,55
4834,24,91,40
4835,39,125,80
4836,18,92,46
4837,210,208,60
4838,22,63,54
4839,39,125,80
4840,46,141,97
4841,21,120,54
4842,24,91,40
4843,17,102,54
4844,26,106,55
4845,23,81,45
4846,24,91,40
4847,46,141,97
4848,18,92,46
4849,25,87,69
4850,182,177,88
4851,22,63,54
4852,18,92,46
4853,17,102,54
4854,22,63,54
4855,24,91,40
4856,25,111,48
4857,18,92,46
4858,21,120,54
4859,18,103,48
4860,25,111,48
4861,26,106,55
4862,22,63,54
4863,25,111,48
4864,17,120,52
4865,25,55,55
4866,23,102,61
4867,24,65,32
4868,23,102,61
4869,25,122,59
4870,23,81,53
4871,26,61,61
4872,21,107,55
4873,43,61,74
4874,25,117,71
4875,22,109,55
4876,18,97,49
4877,18,94,47
4878,18,94,47
4879,18,94,47
4880,18,94,47
4881,21,108,54
4882,24,65,32
4883,25,117,71
4884,24,65,32
4885,23,102,61
4886,29,71,59
4887,20,104,42
4888,23,129,57
4889,25,117,71
4890,23,81,53
4891,23,102,61
4892,21,108,54
4893,25,117,71
4894,23,112,63
4895,24,65,32
4896,25,117,71
4897,29,71,59
4898,53,86,102
4899,24,65,32
4900,25,117,71
4901,25,117,71
4902,40,129,80
4903,40,129,80
4904,18,94,47
4905,33,64,38
4906,18,122,46
4907,112,125,53
4908,48,69,78
4909,17,94,44
4910,28,99,51
4911,19,93,36
4912,19,97,53
4913,22,89,66
4914,15,68,34
4915,21,93,56
4916,22,120,63
4917,15,68,34
4918,23,87,54
4919,60,78,99
4920,22,97,58
4921,20,109,55
4922,29,94,63
4923,23,87,54
4924,26,107,64
4925,38,59,33
4926,23,32,29
4927,28,58,68
4928,38,59,33
4929,23,105,59
4930,26,107,64
4931,32,56,44
4932,18,104,48
4933,28,58,68
4934,23,105,59
4935,18,125,52
4936,20,116,49
4937,22,108,63
4938,21,90,56
4939,69,91,111
4940,33,91,75
4941,21,112,57
4942,20,98,47
4943,19,93,55
4944,33,91,75
4945,19,66,42
4946,21,112,57
4947,22,104,56
4948,20,113,54
4949,19,66,42
4950,33,91,75
4951,20,98,47
4952,21,108,54
4953,20,98,47
4954,32,69,58
4955,33,91,75
4956,26,98,66
4957,22,110,58
4958,22,112,56
4959,22,91,60
4960,57,79,90
4961,22,112,56
4962,22,91,60
4963,21,119,54
4964,18,76,41
4965,42,89,73
4966,18,76,41
4967,21,109,58
4968,36,48,42
4969,51,76,78
4970,23,103,53
4971,25,123,61
4972,42,89,73
4973,23,103,53
4974,33,60,75
4975,42,89,73
4976,20,98,49
4977,22,98,55
4978,22,98,55
4979,33,71,78
4980,24,95,63
4981,23,47,57
4982,22,105,67
4983,24,84,68
4984,22,100,58
4985,22,105,67
4986,22,100,58
4987,21,108,55
4988,22,100,58
4989,22,105,67
4990,22,105,67
4991,33,71,78
4992,21,108,55
4993,16,107,41
4994,22,99,56
4995,21,99,53
4996,16,107,41
4997,22,99,56
4998,16,107,41
4999,16,107,41
5000,16,107,41
5001,21,99,53
5002,16,107,41
5003,28,98,54
5004,16,107,41
5005,18,73,41
5006,34,81,79
5007,32,81,79
5008,32,81,79
5009,34,81,79
5010,16,107,41
5011,20,68,50
5012,32,81,79
5013,34,81,79
5014,44,62,74
5015,31,31,27
5016,61,83,96
5017,19,76,53
5018,61,83,96
5019,18,82,40
5020,22,84,54
5021,14,107,47
5022,34,101,81
5023,33,83,91
5024,24,83,49
5025,24,80,54
5026,42,78,95
5027,19,53,43
5028,32,74,78
5029,42,84,70
5030,20,79,58
5031,29,104,55
5032,29,104,55
5033,34,86,66
5034,28,84,59
5035,30,30,25
5036,41,79,86
5037,20,19,16
5038,20,19,16
5039,20,19,16
5040,20,19,16
